name,link,Default Branch,SHA,Stargazers Count,Forks Count,Maven,Gradle,Travis CI,Github Actions,Maven Jacoco, Maven Cobertura,Maven Javadoc,Gradle Jacoco,Gradle Cobertura,Gradle Javadoc,Travis Codecov,Travis Coveralls,Travis Codacy,Travis Jacoco, Travis Cobertura,Travis Javadoc,GA Codecov,GA Coveralls,GA Codacy,GA Jacoco, GA Cobertura,GA Javadoc
square/retrofit,https://github.com/square/retrofit,master,6cd6f7d8287f73909614cb7300fcde05f5719750,40250,7156,,build.gradle;retrofit-adapters/guava/build.gradle;retrofit-adapters/java8/build.gradle;retrofit-adapters/rxjava/build.gradle;retrofit-adapters/rxjava2/build.gradle;retrofit-adapters/rxjava3/build.gradle;retrofit-adapters/scala/build.gradle;retrofit-converters/gson/build.gradle;retrofit-converters/guava/build.gradle;retrofit-converters/jackson/build.gradle;retrofit-converters/java8/build.gradle;retrofit-converters/jaxb/build.gradle;retrofit-converters/jaxb3/build.gradle;retrofit-converters/moshi/build.gradle;retrofit-converters/protobuf/build.gradle;retrofit-converters/scalars/build.gradle;retrofit-converters/simplexml/build.gradle;retrofit-converters/wire/build.gradle;retrofit-mock/build.gradle;retrofit/android-test/build.gradle;retrofit/build.gradle;retrofit/kotlin-test/build.gradle;retrofit/robovm-test/build.gradle;retrofit/test-helpers/build.gradle;samples/build.gradle;settings.gradle;,,.github/workflows/build.yml;,,,,,,,,,,,,,,,,,,
firebase/quickstart-android,https://github.com/firebase/quickstart-android,master,916586ef511409327f94d38c077b950af45b2159,8166,7384,,admob/app/build.gradle;admob/build.gradle;admob/settings.gradle;analytics/app/build.gradle;analytics/build.gradle;analytics/settings.gradle;appdistribution/app/build.gradle;appdistribution/build.gradle;appdistribution/settings.gradle;auth/app/build.gradle;auth/build.gradle;auth/settings.gradle;build.gradle;config/app/build.gradle;config/build.gradle;config/settings.gradle;crash/app/build.gradle;crash/build.gradle;crash/settings.gradle;database/app/build.gradle;database/build.gradle;database/settings.gradle;dynamiclinks/app/build.gradle;dynamiclinks/build.gradle;dynamiclinks/settings.gradle;firestore/app/build.gradle;firestore/build.gradle;firestore/settings.gradle;functions/app/build.gradle;functions/build.gradle;functions/settings.gradle;inappmessaging/app/build.gradle;inappmessaging/build.gradle;inappmessaging/settings.gradle;internal/chooserx/build.gradle;internal/lint/build.gradle;internal/lintchecks/build.gradle;messaging/app/build.gradle;messaging/build.gradle;messaging/settings.gradle;perf/app/build.gradle;perf/build.gradle;perf/settings.gradle;settings.gradle;storage/app/build.gradle;storage/build.gradle;storage/settings.gradle;,,.github/workflows/android.yml;,,,,,,,,,,,,,,,,,,
shuzheng/zheng,https://github.com/shuzheng/zheng,master,7005c0a775e6d014d1dc8a8a809f7b1c13bf785a,16299,7472,pom.xml;zheng-admin/pom.xml;zheng-api/pom.xml;zheng-api/zheng-api-common/pom.xml;zheng-api/zheng-api-rpc-api/pom.xml;zheng-api/zheng-api-rpc-service/pom.xml;zheng-api/zheng-api-server/pom.xml;zheng-cms/pom.xml;zheng-cms/zheng-cms-admin/pom.xml;zheng-cms/zheng-cms-common/pom.xml;zheng-cms/zheng-cms-dao/pom.xml;zheng-cms/zheng-cms-job/pom.xml;zheng-cms/zheng-cms-rpc-api/pom.xml;zheng-cms/zheng-cms-rpc-service/pom.xml;zheng-cms/zheng-cms-search/pom.xml;zheng-cms/zheng-cms-web/pom.xml;zheng-common/pom.xml;zheng-demo/pom.xml;zheng-demo/zheng-demo-rpc-api/pom.xml;zheng-demo/zheng-demo-rpc-service/pom.xml;zheng-demo/zheng-demo-web/pom.xml;zheng-message/pom.xml;zheng-message/zheng-message-sdk/pom.xml;zheng-message/zheng-message-server/pom.xml;zheng-oss/pom.xml;zheng-oss/zheng-oss-admin/pom.xml;zheng-oss/zheng-oss-sdk/pom.xml;zheng-oss/zheng-oss-web/pom.xml;zheng-pay/pom.xml;zheng-pay/zheng-pay-admin/pom.xml;zheng-pay/zheng-pay-common/pom.xml;zheng-pay/zheng-pay-dao/pom.xml;zheng-pay/zheng-pay-rpc-api/pom.xml;zheng-pay/zheng-pay-rpc-service/pom.xml;zheng-pay/zheng-pay-sdk/pom.xml;zheng-pay/zheng-pay-web/pom.xml;zheng-shop/pom.xml;zheng-ucenter/pom.xml;zheng-ucenter/zheng-ucenter-common/pom.xml;zheng-ucenter/zheng-ucenter-dao/pom.xml;zheng-ucenter/zheng-ucenter-rpc-api/pom.xml;zheng-ucenter/zheng-ucenter-rpc-service/pom.xml;zheng-ucenter/zheng-ucenter-web/pom.xml;zheng-upms/pom.xml;zheng-upms/zheng-upms-client/pom.xml;zheng-upms/zheng-upms-common/pom.xml;zheng-upms/zheng-upms-dao/pom.xml;zheng-upms/zheng-upms-rpc-api/pom.xml;zheng-upms/zheng-upms-rpc-service/pom.xml;zheng-upms/zheng-upms-server/pom.xml;zheng-wechat/pom.xml;zheng-wechat/zheng-wechat-app/pom.xml;zheng-wechat/zheng-wechat-mp/pom.xml;zheng-wechat/zheng-wechat-mp/zheng-wechat-mp-admin/pom.xml;zheng-wechat/zheng-wechat-mp/zheng-wechat-mp-dao/pom.xml;zheng-wechat/zheng-wechat-mp/zheng-wechat-mp-service/pom.xml;,,.travis.yml;,,,,,,,,,,,,,,,,,,,
jenkinsci/jenkins,https://github.com/jenkinsci/jenkins,master,bcefcc5f797cd898f1ef09d7c6f5b1bd453fafe6,19216,7527,bom/pom.xml;cli/pom.xml;core/pom.xml;coverage/pom.xml;pom.xml;test/pom.xml;war/pom.xml;websocket/jetty9/pom.xml;websocket/spi/pom.xml;,,,.github/workflows/changelog.yml;.github/workflows/label-conflicting-pr.yml;.github/workflows/publish-release-artifact.yml;,,,,,,,,,,,,,,,,,,
ReactiveX/RxJava,https://github.com/ReactiveX/RxJava,3.x,84736107209babc762ddd4394115afbe65a961c8,46254,7625,,build.gradle;gradle/javadoc_cleanup.gradle;settings.gradle;,,.github/workflows/gradle-wrapper-validation.yml;.github/workflows/gradle_branch.yml;.github/workflows/gradle_jdk11.yml;.github/workflows/gradle_pr.yml;.github/workflows/gradle_release.yml;.github/workflows/gradle_snapshot.yml;,,,,,,,,,,,,,,,,,,
macrozheng/mall-learning,https://github.com/macrozheng/mall-learning,master,7c9a1e06c88814f6d9cd4aeab37d2c5a546fc904,11143,7849,mall-tiny-01/pom.xml;mall-tiny-02/pom.xml;mall-tiny-03/pom.xml;mall-tiny-04/pom.xml;mall-tiny-05/pom.xml;mall-tiny-06/pom.xml;mall-tiny-07/pom.xml;mall-tiny-08/pom.xml;mall-tiny-09/pom.xml;mall-tiny-aop/pom.xml;mall-tiny-apm/pom.xml;mall-tiny-arthas/pom.xml;mall-tiny-arthas2/pom.xml;mall-tiny-boot/pom.xml;mall-tiny-delay/pom.xml;mall-tiny-deploy/pom.xml;mall-tiny-devtools/pom.xml;mall-tiny-docker-compose/pom.xml;mall-tiny-docker-file/pom.xml;mall-tiny-docker-plugin/pom.xml;mall-tiny-docker/pom.xml;mall-tiny-drone/pom.xml;mall-tiny-dynamic-sql/pom.xml;mall-tiny-easyexcel/pom.xml;mall-tiny-easypoi/pom.xml;mall-tiny-elasticsearch/pom.xml;mall-tiny-elk/pom.xml;mall-tiny-erupt/pom.xml;mall-tiny-fabric/pom.xml;mall-tiny-flyway/pom.xml;mall-tiny-generator/pom.xml;mall-tiny-gitlab/pom.xml;mall-tiny-grafana/pom.xml;mall-tiny-hutool/pom.xml;mall-tiny-jenkins/pom.xml;mall-tiny-jwt/pom.xml;mall-tiny-kafka/pom.xml;mall-tiny-keycloak/pom.xml;mall-tiny-knife4j/pom.xml;mall-tiny-log/pom.xml;mall-tiny-loki/pom.xml;mall-tiny-lombok/pom.xml;mall-tiny-magic-api/pom.xml;mall-tiny-mapstruct/pom.xml;mall-tiny-mqtt/pom.xml;mall-tiny-oss/pom.xml;mall-tiny-plus/pom.xml;mall-tiny-powerjob/pom.xml;mall-tiny-pulsar/pom.xml;mall-tiny-quartz/pom.xml;mall-tiny-rabbit/pom.xml;mall-tiny-redis-om/pom.xml;mall-tiny-redis/pom.xml;mall-tiny-retrofit/pom.xml;mall-tiny-sa-token/pom.xml;mall-tiny-security/pom.xml;mall-tiny-smart-doc/pom.xml;mall-tiny-springdoc/pom.xml;mall-tiny-stream/pom.xml;mall-tiny-swagger/pom.xml;mall-tiny-swagger2/pom.xml;mall-tiny-torna/pom.xml;mall-tiny/pom.xml;pom.xml;,,,,,,,,,,,,,,,,,,,,,
udacity/ud839_Miwok,https://github.com/udacity/ud839_Miwok,Starter-code,2dac66555014a39a6f77ecaf2c35c3167a6daa9f,697,7887,,app/build.gradle;build.gradle;settings.gradle;,,.github/workflows/manual.yml;,,,,,,,,,,,,,,,,,,
apache/hadoop,https://github.com/apache/hadoop,trunk,f4b635c4dcb44fb180605d2c540b52eef7b8bde0,12771,7909,hadoop-assemblies/pom.xml;hadoop-build-tools/pom.xml;hadoop-client-modules/hadoop-client-api/pom.xml;hadoop-client-modules/hadoop-client-check-invariants/pom.xml;hadoop-client-modules/hadoop-client-check-test-invariants/pom.xml;hadoop-client-modules/hadoop-client-integration-tests/pom.xml;hadoop-client-modules/hadoop-client-minicluster/pom.xml;hadoop-client-modules/hadoop-client-runtime/pom.xml;hadoop-client-modules/hadoop-client/pom.xml;hadoop-client-modules/pom.xml;hadoop-cloud-storage-project/hadoop-cloud-storage/pom.xml;hadoop-cloud-storage-project/hadoop-cos/pom.xml;hadoop-cloud-storage-project/hadoop-huaweicloud/pom.xml;hadoop-cloud-storage-project/pom.xml;hadoop-common-project/hadoop-annotations/pom.xml;hadoop-common-project/hadoop-auth-examples/pom.xml;hadoop-common-project/hadoop-auth/pom.xml;hadoop-common-project/hadoop-common/pom.xml;hadoop-common-project/hadoop-kms/pom.xml;hadoop-common-project/hadoop-minikdc/pom.xml;hadoop-common-project/hadoop-nfs/pom.xml;hadoop-common-project/hadoop-registry/pom.xml;hadoop-common-project/pom.xml;hadoop-dist/pom.xml;hadoop-hdfs-project/hadoop-hdfs-client/pom.xml;hadoop-hdfs-project/hadoop-hdfs-httpfs/pom.xml;hadoop-hdfs-project/hadoop-hdfs-native-client/pom.xml;hadoop-hdfs-project/hadoop-hdfs-nfs/pom.xml;hadoop-hdfs-project/hadoop-hdfs-rbf/pom.xml;hadoop-hdfs-project/hadoop-hdfs/pom.xml;hadoop-hdfs-project/pom.xml;hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-app/pom.xml;hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-common/pom.xml;hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-core/pom.xml;hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-hs-plugins/pom.xml;hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-hs/pom.xml;hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-jobclient/pom.xml;hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-nativetask/pom.xml;hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-shuffle/pom.xml;hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-uploader/pom.xml;hadoop-mapreduce-project/hadoop-mapreduce-client/pom.xml;hadoop-mapreduce-project/hadoop-mapreduce-examples/pom.xml;hadoop-mapreduce-project/pom.xml;hadoop-maven-plugins/pom.xml;hadoop-minicluster/pom.xml;hadoop-project-dist/pom.xml;hadoop-project/pom.xml;hadoop-tools/hadoop-aliyun/pom.xml;hadoop-tools/hadoop-archive-logs/pom.xml;hadoop-tools/hadoop-archives/pom.xml;hadoop-tools/hadoop-aws/pom.xml;hadoop-tools/hadoop-azure-datalake/pom.xml;hadoop-tools/hadoop-azure/pom.xml;hadoop-tools/hadoop-benchmark/pom.xml;hadoop-tools/hadoop-datajoin/pom.xml;hadoop-tools/hadoop-distcp/pom.xml;hadoop-tools/hadoop-dynamometer/hadoop-dynamometer-blockgen/pom.xml;hadoop-tools/hadoop-dynamometer/hadoop-dynamometer-dist/pom.xml;hadoop-tools/hadoop-dynamometer/hadoop-dynamometer-infra/pom.xml;hadoop-tools/hadoop-dynamometer/hadoop-dynamometer-workload/pom.xml;hadoop-tools/hadoop-dynamometer/pom.xml;hadoop-tools/hadoop-extras/pom.xml;hadoop-tools/hadoop-federation-balance/pom.xml;hadoop-tools/hadoop-fs2img/pom.xml;hadoop-tools/hadoop-gridmix/pom.xml;hadoop-tools/hadoop-kafka/pom.xml;hadoop-tools/hadoop-openstack/pom.xml;hadoop-tools/hadoop-pipes/pom.xml;hadoop-tools/hadoop-resourceestimator/pom.xml;hadoop-tools/hadoop-rumen/pom.xml;hadoop-tools/hadoop-sls/pom.xml;hadoop-tools/hadoop-streaming/pom.xml;hadoop-tools/hadoop-tools-dist/pom.xml;hadoop-tools/pom.xml;hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/pom.xml;hadoop-yarn-project/hadoop-yarn/hadoop-yarn-applications/hadoop-yarn-applications-catalog/hadoop-yarn-applications-catalog-docker/pom.xml;hadoop-yarn-project/hadoop-yarn/hadoop-yarn-applications/hadoop-yarn-applications-catalog/hadoop-yarn-applications-catalog-webapp/pom.xml;hadoop-yarn-project/hadoop-yarn/hadoop-yarn-applications/hadoop-yarn-applications-catalog/pom.xml;hadoop-yarn-project/hadoop-yarn/hadoop-yarn-applications/hadoop-yarn-applications-distributedshell/pom.xml;hadoop-yarn-project/hadoop-yarn/hadoop-yarn-applications/hadoop-yarn-applications-mawo/hadoop-yarn-applications-mawo-core/pom.xml;hadoop-yarn-project/hadoop-yarn/hadoop-yarn-applications/hadoop-yarn-applications-mawo/pom.xml;hadoop-yarn-project/hadoop-yarn/hadoop-yarn-applications/hadoop-yarn-applications-unmanaged-am-launcher/pom.xml;hadoop-yarn-project/hadoop-yarn/hadoop-yarn-applications/hadoop-yarn-services/hadoop-yarn-services-api/pom.xml;hadoop-yarn-project/hadoop-yarn/hadoop-yarn-applications/hadoop-yarn-services/hadoop-yarn-services-core/pom.xml;hadoop-yarn-project/hadoop-yarn/hadoop-yarn-applications/hadoop-yarn-services/pom.xml;hadoop-yarn-project/hadoop-yarn/hadoop-yarn-applications/pom.xml;hadoop-yarn-project/hadoop-yarn/hadoop-yarn-client/pom.xml;hadoop-yarn-project/hadoop-yarn/hadoop-yarn-common/pom.xml;hadoop-yarn-project/hadoop-yarn/hadoop-yarn-csi/pom.xml;hadoop-yarn-project/hadoop-yarn/hadoop-yarn-registry/pom.xml;hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-applicationhistoryservice/pom.xml;hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-common/pom.xml;hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/pom.xml;hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/pom.xml;hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-router/pom.xml;hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-sharedcachemanager/pom.xml;hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-tests/pom.xml;hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-timeline-pluginstorage/pom.xml;hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-timelineservice-documentstore/pom.xml;hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-timelineservice-hbase-tests/pom.xml;hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-timelineservice-hbase/hadoop-yarn-server-timelineservice-hbase-client/pom.xml;hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-timelineservice-hbase/hadoop-yarn-server-timelineservice-hbase-common/pom.xml;hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-timelineservice-hbase/hadoop-yarn-server-timelineservice-hbase-server/hadoop-yarn-server-timelineservice-hbase-server-1/pom.xml;hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-timelineservice-hbase/hadoop-yarn-server-timelineservice-hbase-server/hadoop-yarn-server-timelineservice-hbase-server-2/pom.xml;hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-timelineservice-hbase/hadoop-yarn-server-timelineservice-hbase-server/pom.xml;hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-timelineservice-hbase/pom.xml;hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-timelineservice/pom.xml;hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-web-proxy/pom.xml;hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/pom.xml;hadoop-yarn-project/hadoop-yarn/hadoop-yarn-site/pom.xml;hadoop-yarn-project/hadoop-yarn/hadoop-yarn-ui/pom.xml;hadoop-yarn-project/hadoop-yarn/pom.xml;hadoop-yarn-project/pom.xml;pom.xml;,,,,,,,,,,,,,,,,,,,,,
forezp/SpringCloudLearning,https://github.com/forezp/SpringCloudLearning,master,740106e00636df1b005fe13f66f1f9ecbafd8b1b,16751,7983,chapter-sleuth-mysql/eureka-server/pom.xml;chapter-sleuth-mysql/gateway-service/pom.xml;chapter-sleuth-mysql/pom.xml;chapter-sleuth-mysql/user-service/pom.xml;chapter-sleuth-mysql/zipkin-server/pom.xml;chapter-sleuth-stream-elasticsearch/eureka-server/pom.xml;chapter-sleuth-stream-elasticsearch/gateway-service/pom.xml;chapter-sleuth-stream-elasticsearch/pom.xml;chapter-sleuth-stream-elasticsearch/user-service/pom.xml;chapter-sleuth-stream-elasticsearch/zipkin-server/pom.xml;chapter-sleuth-stream-mysql/eureka-server/pom.xml;chapter-sleuth-stream-mysql/gateway-service/pom.xml;chapter-sleuth-stream-mysql/pom.xml;chapter-sleuth-stream-mysql/user-service/pom.xml;chapter-sleuth-stream-mysql/zipkin-server/pom.xml;chapter-sleuth-stream/eureka-server/pom.xml;chapter-sleuth-stream/gateway-service/pom.xml;chapter-sleuth-stream/pom.xml;chapter-sleuth-stream/user-service/pom.xml;chapter-sleuth-stream/zipkin-server/pom.xml;chapter-sleuth/eureka-server/pom.xml;chapter-sleuth/gateway-service/pom.xml;chapter-sleuth/pom.xml;chapter-sleuth/user-service/pom.xml;chapter-sleuth/zipkin-server/pom.xml;chapter1/eureka-server/pom.xml;chapter1/pom.xml;chapter1/service-hi/pom.xml;chapter10-5-jdbc/config-client/pom.xml;chapter10-5-jdbc/config-server/pom.xml;chapter10-5-jdbc/pom.xml;chapter10/eureka-server/pom.xml;chapter10/pom.xml;chapter10/service-hi/pom.xml;chapter11-2/eureka-server/pom.xml;chapter11-2/pom.xml;chapter11-2/service-hi/pom.xml;chapter11/eureka-server/pom.xml;chapter11/pom.xml;chapter11/service-hi/pom.xml;chapter12/eureka-server/pom.xml;chapter12/pom.xml;chapter12/service-hi/pom.xml;chapter13/eureka-server/pom.xml;chapter13/pom.xml;chapter13/service-hi/pom.xml;chapter13/service-lucy/pom.xml;chapter13/service-turbine/pom.xml;chapter14/consul-miya/pom.xml;chapter14/pom.xml;chapter2/eureka-server/pom.xml;chapter2/pom.xml;chapter2/service-hi/pom.xml;chapter2/service-ribbon/pom.xml;chapter3/eureka-server/pom.xml;chapter3/pom.xml;chapter3/service-feign/pom.xml;chapter3/service-hi/pom.xml;chapter3/service-ribbon/pom.xml;chapter4/eureka-server/pom.xml;chapter4/pom.xml;chapter4/service-feign/pom.xml;chapter4/service-hi/pom.xml;chapter4/service-ribbon/pom.xml;chapter5/eureka-server/pom.xml;chapter5/pom.xml;chapter5/service-feign/pom.xml;chapter5/service-hi/pom.xml;chapter5/service-ribbon/pom.xml;chapter5/service-zuul/pom.xml;chapter6/config-client/pom.xml;chapter6/config-server/pom.xml;chapter6/pom.xml;chapter7/config-client/pom.xml;chapter7/config-server/pom.xml;chapter7/eureka-server/pom.xml;chapter7/pom.xml;chapter8/config-client/pom.xml;chapter8/config-server/pom.xml;chapter8/eureka-server/pom.xml;chapter8/pom.xml;chapter9/pom.xml;chapter9/server-zipkin/pom.xml;chapter9/service-hi/pom.xml;chapter9/service-miya/pom.xml;sc-2020-chapter1/consumer/pom.xml;sc-2020-chapter1/pom.xml;sc-2020-chapter1/provider/pom.xml;sc-2020-chapter2/consumer/pom.xml;sc-2020-chapter2/gateway/pom.xml;sc-2020-chapter2/pom.xml;sc-2020-chapter2/provider/pom.xml;sc-2020-chapter3/consumer/pom.xml;sc-2020-chapter3/gateway/pom.xml;sc-2020-chapter3/pom.xml;sc-2020-chapter3/provider/pom.xml;sc-2020-chapter4/consumer/pom.xml;sc-2020-chapter4/gateway/pom.xml;sc-2020-chapter4/pom.xml;sc-2020-chapter4/provider/pom.xml;sc-f-boot-admin-cloud/admin-client/pom.xml;sc-f-boot-admin-cloud/admin-server/pom.xml;sc-f-boot-admin-cloud/eureka-server/pom.xml;sc-f-boot-admin-cloud/pom.xml;sc-f-boot-admin/admin-client/pom.xml;sc-f-boot-admin/admin-server/pom.xml;sc-f-boot-admin/pom.xml;sc-f-chapter1/eureka-server/pom.xml;sc-f-chapter1/pom.xml;sc-f-chapter1/service-hi/pom.xml;sc-f-chapter10/eureka-server/pom.xml;sc-f-chapter10/pom.xml;sc-f-chapter10/service-hi/pom.xml;sc-f-chapter12/eureka-server/pom.xml;sc-f-chapter12/pom.xml;sc-f-chapter12/service-hi/pom.xml;sc-f-chapter13/eureka-server/pom.xml;sc-f-chapter13/pom.xml;sc-f-chapter13/service-hi/pom.xml;sc-f-chapter13/service-lucy/pom.xml;sc-f-chapter13/service-turbine/pom.xml;sc-f-chapter2/eureka-server/pom.xml;sc-f-chapter2/pom.xml;sc-f-chapter2/service-hi/pom.xml;sc-f-chapter2/service-ribbon/pom.xml;sc-f-chapter3/eureka-server/pom.xml;sc-f-chapter3/pom.xml;sc-f-chapter3/service-feign/pom.xml;sc-f-chapter3/service-hi/pom.xml;sc-f-chapter3/service-ribbon/pom.xml;sc-f-chapter4/eureka-server/pom.xml;sc-f-chapter4/pom.xml;sc-f-chapter4/service-feign/pom.xml;sc-f-chapter4/service-hi/pom.xml;sc-f-chapter4/service-ribbon/pom.xml;sc-f-chapter5/eureka-server/pom.xml;sc-f-chapter5/pom.xml;sc-f-chapter5/service-feign/pom.xml;sc-f-chapter5/service-hi/pom.xml;sc-f-chapter5/service-ribbon/pom.xml;sc-f-chapter5/service-zuul/pom.xml;sc-f-chapter6/config-client/pom.xml;sc-f-chapter6/config-server/pom.xml;sc-f-chapter6/pom.xml;sc-f-chapter7/config-client/pom.xml;sc-f-chapter7/config-server/pom.xml;sc-f-chapter7/eureka-server/pom.xml;sc-f-chapter7/pom.xml;sc-f-chapter8/config-client/pom.xml;sc-f-chapter8/config-server/pom.xml;sc-f-chapter8/eureka-server/pom.xml;sc-f-chapter8/pom.xml;sc-f-chapter9/pom.xml;sc-f-chapter9/service-hi/pom.xml;sc-f-chapter9/service-miya/pom.xml;sc-f-gateway-cloud/eureka-server/pom.xml;sc-f-gateway-cloud/pom.xml;sc-f-gateway-cloud/service-gateway/pom.xml;sc-f-gateway-cloud/service-hi/pom.xml;sc-f-gateway-filter/pom.xml;sc-f-gateway-first-sight/pom.xml;sc-f-gateway-limiter/pom.xml;sc-f-gateway-predicate/pom.xml;springcloud-alibaba/nacos-config/nacos-consumer/pom.xml;springcloud-alibaba/nacos-config/nacos-provider/pom.xml;springcloud-alibaba/nacos-config/pom.xml;springcloud-alibaba/nacos-discovery-sentinel/nacos-consumer/pom.xml;springcloud-alibaba/nacos-discovery-sentinel/nacos-provider/pom.xml;springcloud-alibaba/nacos-discovery-sentinel/pom.xml;springcloud-alibaba/nacos-discovery/nacos-consumer/pom.xml;springcloud-alibaba/nacos-discovery/nacos-provider/pom.xml;springcloud-alibaba/nacos-discovery/pom.xml;,,,,,,,,,,,,,,,,,,,,,
alibaba/druid,https://github.com/alibaba/druid,master,7e4778b7563258b1b8ec5e64a0775da31f580a63,25779,8188,druid-admin/pom.xml;druid-spring-boot-starter/pom.xml;druid-wrapper/pom.xml;pom.xml;,,.travis.yml;,.github/workflows/ci.yaml;,,,,,,,,,,,,,,,,,,
chanjarster/weixin-java-tools,https://github.com/chanjarster/weixin-java-tools,master,2a0b1c30c0f60c2de466cb8933c945bc0d391edf,2673,9146,pom.xml;weixin-java-common/pom.xml;weixin-java-cp/pom.xml;weixin-java-mp/pom.xml;,,.travis.yml;,,,,,,,,,,,,,,,,,,,
xkcoding/spring-boot-demo,https://github.com/xkcoding/spring-boot-demo,master,f10dc0a45be84e89acb48f6cf259620f52838b6e,26175,9248,demo-activiti/pom.xml;demo-actuator/pom.xml;demo-admin/admin-client/pom.xml;demo-admin/admin-server/pom.xml;demo-admin/pom.xml;demo-async/pom.xml;demo-cache-ehcache/pom.xml;demo-cache-redis/pom.xml;demo-codegen/pom.xml;demo-docker/pom.xml;demo-dubbo/dubbo-common/pom.xml;demo-dubbo/dubbo-consumer/pom.xml;demo-dubbo/dubbo-provider/pom.xml;demo-dubbo/pom.xml;demo-dynamic-datasource/pom.xml;demo-elasticsearch-rest-high-level-client/pom.xml;demo-elasticsearch/pom.xml;demo-email/pom.xml;demo-exception-handler/pom.xml;demo-flyway/pom.xml;demo-graylog/pom.xml;demo-helloworld/pom.xml;demo-https/pom.xml;demo-ldap/pom.xml;demo-log-aop/pom.xml;demo-logback/pom.xml;demo-mongodb/pom.xml;demo-mq-kafka/pom.xml;demo-mq-rabbitmq/pom.xml;demo-mq-rocketmq/pom.xml;demo-multi-datasource-jpa/pom.xml;demo-multi-datasource-mybatis/pom.xml;demo-neo4j/pom.xml;demo-oauth/oauth-authorization-server/pom.xml;demo-oauth/oauth-resource-server/pom.xml;demo-oauth/pom.xml;demo-orm-beetlsql/pom.xml;demo-orm-jdbctemplate/pom.xml;demo-orm-jpa/pom.xml;demo-orm-mybatis-mapper-page/pom.xml;demo-orm-mybatis-plus/pom.xml;demo-orm-mybatis/pom.xml;demo-pay/pom.xml;demo-properties/pom.xml;demo-ratelimit-guava/pom.xml;demo-ratelimit-redis/pom.xml;demo-rbac-security/pom.xml;demo-rbac-shiro/pom.xml;demo-session/pom.xml;demo-sharding-jdbc/pom.xml;demo-social/pom.xml;demo-swagger-beauty/pom.xml;demo-swagger/pom.xml;demo-task-quartz/pom.xml;demo-task-xxl-job/pom.xml;demo-task/pom.xml;demo-template-beetl/pom.xml;demo-template-enjoy/pom.xml;demo-template-freemarker/pom.xml;demo-template-thymeleaf/pom.xml;demo-tio/pom.xml;demo-uflo/pom.xml;demo-upload/pom.xml;demo-ureport2/pom.xml;demo-urule/pom.xml;demo-war/pom.xml;demo-websocket-socketio/pom.xml;demo-websocket/pom.xml;demo-zookeeper/pom.xml;pom.xml;,,.travis.yml;,.github/workflows/maven.yml;,,,,,,,,,,,,,,,,,,
apache/rocketmq,https://github.com/apache/rocketmq,develop,8336b49949a37f2027273c4172c14824fc8d0218,17690,9950,acl/pom.xml;broker/pom.xml;client/pom.xml;common/pom.xml;container/pom.xml;controller/pom.xml;distribution/pom.xml;example/pom.xml;filter/pom.xml;logging/pom.xml;namesrv/pom.xml;openmessaging/pom.xml;pom.xml;proxy/pom.xml;remoting/pom.xml;srvutil/pom.xml;store/pom.xml;test/pom.xml;tools/pom.xml;,,.travis.yml;,.github/workflows/greetings.yml;.github/workflows/license-checker.yaml;,,,,,,,,,,,,,,,,,,
